Id,Title,Description,LikeCount,DislikeCount,"Location (latitude, longitude)",Predicted Tags (comma delimited string),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-HtUB7G8yE,Couple Yoga Challenge,For more click the links below Reality Show Reaction Prank Battle Reaction,78,2,,couple,hilarious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M9l8ksCMwpg,Poppy and Daddy Branch Chef Finger Family Nursery Rhyme CRYING FULL STORY EPISODE,Poppy and Daddy Branch Chef Finger Family Nursery Rhyme CRYING FULL STORY EPISODE Poppy and Daddy Branch,1062,552,,baby,branch,candy,crying,funny,poppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bZNJZdOUw6c,NORTH TO TEST WEEKLY AS NATION ALL OUT WAR WITH TRUMP,NORTH TO TEST WEEKLY AS NATION ALL OUT WAR WITH TRUMP,1,1,,north,trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EYXOtU18iBI,United United Drumline 2017 Battle in the Apple,SUPPORT SUBSCRIBE Official Site,2,1,,2016,2017,2k16,2k17,5th,band,battle,clips,comparison,dancing,drumline,event,fat,field,fifth,footage,high school,percussion,preview,quarter,review,rivalry,stadium,tell,zero,,,,,,,,,,,,,,,,,,,,,,,,,
ll95XSZM0M8,3rd May 2017 Upcoming Twist Colors Today News 2017,3rd May 2017 Full Today Episode Colors 3 May 2017 Full Latest Episode 3rd May 2017,101,10,,3rd may 2017,colors,episode,full episode,latest,news,serial,today,today episode,upcoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BwDqqNeAEUo,Shakti 4th May 2017 Latest Upcoming Twist Shakti Colors today News,Shakti 4th May 2017 Latest Upcoming Twist Shakti Colors today News Shakti Harman,30,1,,colors,full,full episode,harman,preview,shakti,shakti 4th may 2017,shakti colors,shakti full episode,shakti full episode 4th may 2017,shakti serial,watch shakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qiknLpiqwhw,You Laugh You Lose Challenge 47,Goofy Comedy Family Friendly Subscribe Today Try Not To Laugh or Grin,45,25,,dont laugh,funny,laugh lose,try laugh,try laugh challenge,try laugh grin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-TjpHaOqd8,Tiger Shroff Hot Dance With At Channel Launch,Tiger Shroff Hot Dance With At Channel Launch Check Out the video know more To Find more Exclusive Click On the Subscribe Button,0,0,,tiger shroff,tiger shroff dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jj3jWSlyMsw,Angel Card Reading 28 with Harper,Pick up your ARCHANGEL PRAYER Join me LIVE on 1200PM,0,0,42.5371513367;-75.8545303345,angel,angel guidance,angel healing,angel message,angel messenger,angel oracle,angel reading,archangel,archangel healing meditation,archangel prayer,free angel card reading,free angel reading,free reading,harper,oracle,psychic reading,virtue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JVVPeyFWVuY,4th May 2017 Upcoming Latest Twist Serial News 2017,4th May 2017 Full Today Episode 4th May 2017 Full Episode Star Plus 4 May 2017 Star,2,0,,2017,4th may 2017,episode,full episode,latest,location,may 4 day year,news,preview,romantic,serial,star plus,today,today episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
am9FsPlN0CA,The Voice 2017 Blind Audition Ring of Fire,A country singer who in a duo with her her vocal Get The Voice Official,8003,739,,blake,singing,team,team blake,television,voice,voice 2017,voice new season,voice season 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hz1gKfLVbpc,Wrong Gummy Bear Boss Baby Masha and the Bear Finger Family Nursery Song,Wrong Paw Patrol Boss Baby Masha and the Bear Finger Family Nursery Song Welcome to R Channel Please,61,41,37.0902404785;-95.712890625,boss baby,color,colors,colors learn,finger family,finger family nursery,finger family nursery wrong,gummy,gummy bear,learn,masha,masha bear,paw patrol,pig,pig en,wrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gR9s_YnjwHU,How To appeal Invalid Account Activity,We this video all by ourselves Disclaimer This video is meant to educate We are not encouraging anyone to do anything illegal,0,0,,orbital fantasy,video tutorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CbcMAn7r36w,The Journey Episode 4 Blind,live on Twitch Key Watch me live Earn Subscriber,0,0,,play,twitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LReYlinF1cw,The Listening Practice Test 2017 With,The Listening Test 2017 Practice For Subscribe Us For More Subscribe Us On Like Us ON,7,0,,listening,listening practice test 2017,listening test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw-Jpf6-nZ0,4th May 2017 Upcoming Latest Twist Serial 2017,4th May 2017 Full Today Episode Star Plus 4 May 2017 Full Latest Episode Star plus 4th May 2017 Full Episode On location,9,0,,2017,4th may 2017,episode,full episode,latest,location,may 4 day year,news,preview,romantic,serial,star plus,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wBlBUX_LG00,Judge Down Gen Sessions Inside The Illegal Immigration,Judge Down With Attorney Gen Jeff Sessions Inside The Illegal Immigration,17,1,,trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aR6ka_LJAdI,H,LINE,15,3,,beautiful,comedy,cute,girl,love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Af1NRDcOL14,Rang 4th May 2017 Upcoming Twist Serial Today News,Rang 4th May 2017 Full Today Episode 307 On Location 2017 Rang 4 May 2017 Full Episode,15,2,,2017,4th may 2017,dev,fat,full episode,latest,may 4 day year,new show,rang,rang 4th may 2017,rang 4th may 2017 full episode,rang full episode,rang full episode 4th may 2017,title song,today episode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wOOq-YhBlLw,INSANE Jordan 3 STEAL Picked Up From Sole Broken Hardy DELETE,Direct for all your sneaker needs Direct for shoe,106,2,,jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YyQcnmE6saQ,Action movie Love 2017,Hope you like my video please give valuable comment and dont forget to share this video after watching also subscribe for more future Thank You,1,0,20.5936794281;78.9628829956,news,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tkc1fzEOxIY,2017 soda vol01,2017 soda vol01,3217,270,,2015,2017,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbSV0ZVpHFk,To Power Stretch WITHOUT Moving All The Furniture Finish Product,How You Can Unmask Your Many And Become Successful Hurry GET YOUR FREE REPORT,1,0,,boss,entrepreneur,financial freedom,money,tube,twitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WRkrrLAQDlw,Stuck in the Easter,The team up to give an amazing family traditional Easter,3,2,,easter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i1wGjFs9xI0,Learn Colors Police Car Fire Truck Super Hero 3D Animation Truck,Video for Learn Colors POlice Car Fire Truck Rescue 3D Animation For Truck All Car here,216,129,,learn,trucks,video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDrMWCTjr1I,Haul Top 7 Part 2 go90 Original Series,The rummage through the but and have a surprise for them is headed home to,385,4,,application,entertainment,free,free mobile,free streaming,go 90,go 90 video,go90,go90 original series,mobile,mobile video streaming,social,streaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S8T5ggTyc7g,FUNNY BRA REMOVED IN FRONT OF WHILE FOR LAUGH,Please watch Sunny Turns A Hot Nurse To Gym Sunny Hot Video 2017,0,0,37.09024;-95.71289,animation,bean,bean funny,ben,cartoon,cartoon network,comedy,entertainment television,funny,grey matter,preview,sab,serial,set,star plus,sunny hot,sunny hot scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DS5Ifn2Wgw0,4th May 2017 Upcoming Latest Twist Star Plus Serial News 2017,4th May 2017 Full Today Episode Star Plus On Location 4th May 2017 Full Latest Episode 4 May 2017 Watch,11,1,,2017,4th may 2017,episode,full episode,latest,location,may 4 day year,news,preview,romantic,serial,star plus,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAcjrECwlUc,Burrow Varsity Runner Stealing 3rd Base Great Oak Chaparral Softball,2016 CA South West League Division 1 Champion Great Oak Chaparral CA Varsity High School Softball Burrow Class of 2017,4,0,33.4524307251;-117.091949463,0,1,12u,14u,16u,18u,1st,2016,2017,2018,2019,2020,2021,98,99,athletics,bad,best,big,ca,cal,catcher,champion,class,combine,division,fast,fat,freshman,game,hard,high school,highlight,home run,la,league,play,player,premier,racing,recruit,rise,school,scout,shortstop,showcase,tournament,triple crown,utility,varsity
LNN5mPhQ9dw,Raindrop Sound,All in our channel are produced in 1080p format Thus be definitely able to appreciate these in the depth and variety they boast,0,0,,forest rain sound,gentle rain,rain roof,rain shower,rain shower sound,rain sound,rainy,sound,thunderstorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KcHrPE7oq7c,Shakti 4th May 2017 Latest Upcoming Twist Shakti Colors today News,Shakti 4th May 2017 Latest Upcoming Twist Shakti Colors today News Shakti Harman,25,3,,colors,full,full episode,harman,preview,shakti,shakti 4th may 2017,shakti colors,shakti full episode,shakti full episode 4th may 2017,shakti serial,watch shakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35MRUETT5TU,Hearthstone China Spring Championship 18042017,Hearthstone China Spring Championship 18042017 18042017,0,0,,18042017,2017,championship,china,gold,hearthstone,spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLsBJNIG2Bk,Reaction Seth Most Savage Tommy,THANK YOU FOR WATCHING WE APPRECIATE YOUR SUPPORT PLEASE LIKE SUBSCRIBE COMMENT AND REMEMBER KEEP COMING BACK TO,13,1,,10,big show,funny,life,love,mike,randy,raw,reaction,reaction video,seth,stone cold,stunner,tattoo,tell,top,top 10,top 10 raw,top 10 raw reaction,top 25 seth reaction,undertaker savage,world wrestling entertainment,wrestling,,,,,,,,,,,,,,,,,,,,,,,,,,,
42oaHj08oCo,Foundation That Instantly Transform My Skin The Mature Skin,BEAUTY AND FASHION AT ALL AGE Beauty Fashion Home Floral And Cooking Please do not forget to Rate,1,0,,beauty,cooking,fashion,floral,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p0tSi-NQl1k,Sucker Punch WW1 Part3 Sucker Punch2011 Movie Clip,Sucker Punch2011 Movie Clip Part3 Movie Please Subscribe Here Our Second,95,12,,1080p,4k,marvel,movie clip,sucker punch,sucker punch ending scene,sucker punch fight scene,sucker punch opening scene,sucker punch scene,superhero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82DxTPmcgqc,Ransom Where Is The Money,The team word of a family being Watch Full of Ransom HERE Like Ransom on HERE,5,1,,crisis negotiator,drama,luke,ransom,ransom cast,ransom show cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Btr9rp7w_e8,4th May 2017 Today Upcoming Twist Star Plus 2017,4th May 2017 Full Today Episode 4 May Full Episode News Star Plus 2017,16,3,,2017,4th may 2017,episode,full episode,gayatri,joshi,khan,latest,news,preview,serial,singh,star plus,today,today episode,upcoming,video,ye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tGRv36lMQHk,Driver OH Code allies335,Become An Driver in OH Code allies335,0,0,41.4819932;-81.7981907,oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OiPqSW9k6T0,Daisy on Role in Star The Last News,At Star Celebration Daisy Josh about relationship with Luke and what it was like to film with Mark,245,119,,star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZLADz091BEA,Learn Colors The Red Fire Truck and all his Emergency Truck cartoon,Learn and Colors with Super for in Cartoon for Learning Video Learn Colors The Red Fire Truck and all his Emergency,0,0,,colors,learn,learn colors,learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o9qWCKLGoXM,2017DSTAGELIVE 201744,201744 LIVE 6,10,3,,20170404,201744,cheer,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W4jZ8vPQPK4,what is sex,about of sex what is sex Please watch,4,1,,sex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knzGgczLTw8,Bole 4th May 2017 Upcoming Twist Star Plus Star Plus Serial Today News,Bole 4th May 2017 Upcoming Twist Star Plus Star Plus Serial Today News Full Episode Bole 4 May 2017 Full Video,45,6,,2017,bole,bole 4th may 2017,bole full episode,bole preview,bole serial,bole star plus,bole today,episode,full episode,latest,location,new,om,preview,serial,star plus,tell,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yd27oUBi3-I,2 Creation Official Trailer 2 2017 Horror Movie,2 Creation Trailer 2 2017 Horror Movie Official Trailer,7485,395,,2017,movie,official,trailer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hXm_sBNYT5s,Dont Fall Rock Band 4 Expert 100,New everyday Feel free to like comment and subscribe Watch me stream live on twitch,2,0,,double pedal,eliminator,full,gold,gold star,inform,legacy adapter,one,pearl,pro,rb1,rb2,rb3,rb4,rock band,rock band 1,rock band 2,rock band 3,rock band 4,star,td4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kT-Rk-TtFo4,The Truth Is Ugly For The Trainer,are in 2ndBackup Channel Contact me at,483,38,,athlete,athletic,every damn day,fitness,functional,hick hop,infinite,logical,moccasin creek,nutrition,real men real style,shaw,teaching fashion,tiger fitness,workout,yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H7XCJZurPoQ,Genesis Mining Earning 400 Per Month Mining DASH 500 Milestone Thank You,Use code and get 3 off every purchase on Genesis Mining Comment if you use my code I recommend weekly,0,0,,cut,dash mining,digital cash,genesis,genesis mining,genesis mining dash,genesis mining review,genesis mining roi,genesis mining scam,mining,move,nick,x11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0Nsu57_layY,Take Me Back,Jimmy Strong to take him back with a serenade Get more Full,19143,352,,funny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QO6NyjNfbVA,Heathen Pagan study see text below Theocracy rise and fall,Understand of Saga Iceland v sa 101 of 108 version teach your theocracy and,0,0,,heathenism,heathenry,iceland,mythology,new saga,old ways,paganism,paganry,saga,v sa,viking faith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nzp086foyZ0,unlimited cash loot 251 payment proof get your cash of 251 in just 12 days,Hallow in this video i will show you that how can you get your free 251 cash within one to two,66,60,20.5936794281;78.9628829956,cash,earn cash,free cash,free money,free recharge,hack,hack trick,money,new trick,old,refer get,unlimited,unlimited cash,wallet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ZL3EDv2MYc,Animal Adventure Park Giraffe Cam,TEXT ALERT SYSTEM NOW AVAILABLE Animal Adventure Park Daily,20347,1177,,adventure,animal,animal adventure,giraffe,giraffe cam,new york,park,zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR0eOMdpCP0,MORE SNOW BUS LIFE Full Time Living,The snow is Buy Us on Visit our,142,0,,7,big family,bus life,bus life 9,bus life nine,family 9 bus,family show,full time,go,good news bus,life,reality,red white bus,school,show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YuvMOjG6yik,Mouse Painting Colors Finger Family Learn colors Mouse for,Mouse Club House With Baby Finger Family Funny Mouse Finger Family Nursery Please LIKE COMMENT SUBSCRIBE To My,8074,53,37.0902404785;-95.712890625,baby finger,baby finger family song,baby song,finger family,finger family mouse,mouse,mouse clubhouse,nursery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jqVBMW2m8yI,Residential for sale 9202 SE 171st Place The 32162,Listing Site Property Site Welcome to this beautiful home in,0,0,,real estate,residential,sale,virtual tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ny-OnhdO50g,Movie Streaming,Watch Movie Streaming Play Now,0,0,,movie streaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cXew0OszTR0,DIET DAY 58 HUNGRY TIRED HUNGRY,Subscribe to see more of my face Click here I new everyday so see you again tomorrow Life Of My,24,0,,diet,diet consultant,diet daily,diet dual dynamics,diet honest review,diet plan,diet review,diet success,diet week 1,diet week one,diet weight loss,lose weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-8rDEgUp-s,Learn Colors with LONG Transportation Cartoon for,Learn Colors with LONG Transportation Cartoon for,501,19,,colors,learn colors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3PfmtcqtgnE,Sanders Abruptly After He FAKE NEWS,How You Can Support Our Show Independent Media Become a PATRON Become a premium member,8068,417,,fake news,jimmy,jimmy show,news,politics,progressive talk show,tyt,young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0TFnlJoA0o,GET A FREE FIDGET SPINNER 100 WORKING,To get your free fidget spinner go to What is a fidget spinner you may ask A fidget spinner is used to help people from,816,212,,spinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9XX8KYLR0lY,Option 6800 In 90 And Withdrawal Update,TRY THE TRY FREE,262,24,,review,scam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IzwQ2q9bG50,It Is In The Interest Of And Stability For To Run Two,For more information log on to,0,0,,breaking news,news,television,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lZ3FnCIqyyA,H,LINE,16,7,,beautiful,comedy,cute,girl,love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3zYJ0Br434,Residential for sale 10863 Circle Independence 41051,Listing Site Property Site,0,0,,independence,real estate,realty,residential,sale,virtual tour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kj8lC1T7VpU,Congress Leader Agriculture crop near border,government will now at 13 Congress had to plate in the 5 in the manifesto Finance Minister,7,0,,congress,news,top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eqQ91L7x1cU,Fight death game,Subscribe channel Death montage Super heroine,4,1,56.1303710938;-106.34677124,death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
